"","US","Spain","Italy","France","Germany","China","United Kingdom","Iran","Turkey","Belgium","Switzerland","Netherlands","Canada","Brazil","Portugal","Austria","Russia","Korea, South","Israel","Sweden","Ireland","India","Ecuador","Chile","Norway","Australia","Denmark","Poland","Peru","Czechia","Japan","Romania","Pakistan","Malaysia","Philippines","Saudi Arabia","Indonesia","Mexico","United Arab Emirates","Luxembourg","Serbia","Finland","Panama","Dominican Republic","Qatar","Colombia","Thailand","Ukraine","Singapore","Greece","South Africa","Belarus","Argentina","Egypt","Algeria","Iceland","Croatia","Morocco","Moldova","New Zealand","Iraq","Estonia","Hungary","Slovenia","Lithuania","Kuwait","Azerbaijan","Armenia","Bahrain","Bosnia and Herzegovina","Cameroon","Kazakhstan","Slovakia","Diamond Princess","North Macedonia","Tunisia","Bulgaria","Uzbekistan","Latvia","Lebanon","Andorra","Cyprus","Cuba","Costa Rica","Afghanistan","Oman","Uruguay","Cote d'Ivoire","Burkina Faso","Niger","Bangladesh","Albania","Honduras","Taiwan*","Ghana","Jordan","Malta","San Marino","Mauritius","Nigeria","Kyrgyzstan","Bolivia","West Bank and Gaza","Senegal","Vietnam","Montenegro","Kosovo","Georgia","Congo (Kinshasa)","Guinea","Sri Lanka","Kenya","Venezuela","Djibouti","Brunei","Paraguay","Guatemala","Cambodia","Rwanda","El Salvador","Trinidad and Tobago","Madagascar","Monaco","Mali","Liechtenstein","Togo","Barbados","Ethiopia","Jamaica","Congo (Brazzaville)","Uganda","Gabon","Bahamas","Zambia","Guyana","Liberia","Guinea-Bissau","Benin","Eritrea","Tanzania","Haiti","Burma","Libya","Somalia","Mozambique","Angola","Antigua and Barbuda","Maldives","Syria","Equatorial Guinea","Sudan","Dominica","Fiji","Laos","Mongolia","Namibia","Saint Lucia","Grenada","Botswana","Zimbabwe","Eswatini","Saint Kitts and Nevis","Saint Vincent and the Grenadines","Chad","Seychelles","Belize","Suriname","Malawi","MS Zaandam","Nepal","Central African Republic","Holy See","Sierra Leone","Cabo Verde","Mauritania","Nicaragua","Bhutan","Gambia","Sao Tome and Principe","South Sudan","Western Sahara","Burundi","Papua New Guinea","Timor-Leste","Yemen"
"1/22/20","1","0","0","0","0","548","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1/23/20","1","0","0","0","0","643","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1/24/20","2","0","0","2","0","920","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1/25/20","2","0","0","3","0","1406","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","7","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1/26/20","5","0","0","3","0","2075","0","0","0","0","0","0","1","0","0","0","0","3","0","0","0","0","0","0","0","4","0","0","0","0","4","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","8","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1/27/20","5","0","0","3","1","2877","0","0","0","0","0","0","1","0","0","0","0","4","0","0","0","0","0","0","0","5","0","0","0","0","4","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","8","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1/28/20","5","0","0","4","4","5509","0","0","0","0","0","0","2","0","0","0","0","4","0","0","0","0","0","0","0","5","0","0","0","0","7","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","14","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1/29/20","5","0","0","5","4","6087","0","0","0","0","0","0","2","0","0","0","0","4","0","0","0","0","0","0","0","6","0","0","0","0","7","0","0","7","0","0","0","0","4","0","0","1","0","0","0","0","14","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1/30/20","5","0","0","5","4","8141","0","0","0","0","0","0","2","0","0","0","0","4","0","0","0","1","0","0","0","9","0","0","0","0","11","0","0","8","1","0","0","0","4","0","0","1","0","0","0","0","14","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1/31/20","7","0","2","5","5","9802","2","0","0","0","0","0","4","0","0","0","2","11","0","1","0","1","0","0","0","9","0","0","0","0","15","0","0","8","1","0","0","0","4","0","0","1","0","0","0","0","19","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2/1/20","8","1","2","6","8","11891","2","0","0","0","0","0","4","0","0","0","2","12","0","1","0","1","0","0","0","12","0","0","0","0","20","0","0","8","1","0","0","0","4","0","0","1","0","0","0","0","19","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2/2/20","8","1","2","6","10","16630","2","0","0","0","0","0","4","0","0","0","2","15","0","1","0","2","0","0","0","12","0","0","0","0","20","0","0","8","2","0","0","0","5","0","0","1","0","0","0","0","19","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2/3/20","11","1","2","6","12","19716","2","0","0","0","0","0","4","0","0","0","2","15","0","1","0","3","0","0","0","12","0","0","0","0","20","0","0","8","2","0","0","0","5","0","0","1","0","0","0","0","19","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2/4/20","11","1","2","6","12","23707","2","0","0","1","0","0","4","0","0","0","2","16","0","1","0","3","0","0","0","13","0","0","0","0","22","0","0","10","2","0","0","0","5","0","0","1","0","0","0","0","25","0","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2/5/20","11","1","2","6","12","27440","2","0","0","1","0","0","5","0","0","0","2","19","0","1","0","3","0","0","0","13","0","0","0","0","22","0","0","12","2","0","0","0","5","0","0","1","0","0","0","0","25","0","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2/6/20","11","1","2","6","12","30587","2","0","0","1","0","0","5","0","0","0","2","23","0","1","0","3","0","0","0","14","0","0","0","0","22","0","0","12","2","0","0","0","5","0","0","1","0","0","0","0","25","0","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2/7/20","11","1","3","6","13","34110","3","0","0","1","0","0","7","0","0","0","2","24","0","1","0","3","0","0","0","15","0","0","0","0","25","0","0","12","3","0","0","0","5","0","0","1","0","0","0","0","25","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","61","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2/8/20","11","1","3","11","13","36814","3","0","0","1","0","0","7","0","0","0","2","24","0","1","0","3","0","0","0","15","0","0","0","0","25","0","0","16","3","0","0","0","7","0","0","1","0","0","0","0","32","0","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","61","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2/9/20","11","2","3","11","14","39829","3","0","0","1","0","0","7","0","0","0","2","25","0","1","0","3","0","0","0","15","0","0","0","0","26","0","0","16","3","0","0","0","7","0","0","1","0","0","0","0","32","0","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","64","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2/10/20","11","2","3","11","14","42354","8","0","0","1","0","0","7","0","0","0","2","27","0","1","0","3","0","0","0","15","0","0","0","0","26","0","0","18","3","0","0","0","8","0","0","1","0","0","0","0","32","0","45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","135","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2/11/20","12","2","3","11","16","44386","8","0","0","1","0","0","7","0","0","0","2","28","0","1","0","3","0","0","0","15","0","0","0","0","26","0","0","18","3","0","0","0","8","0","0","1","0","0","0","0","33","0","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","135","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2/12/20","12","2","3","11","16","44759","9","0","0","1","0","0","7","0","0","0","2","28","0","1","0","3","0","0","0","15","0","0","0","0","28","0","0","18","3","0","0","0","8","0","0","1","0","0","0","0","33","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2/13/20","13","2","3","11","16","59895","9","0","0","1","0","0","7","0","0","0","2","28","0","1","0","3","0","0","0","15","0","0","0","0","28","0","0","19","3","0","0","0","8","0","0","1","0","0","0","0","33","0","58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2/14/20","13","2","3","11","16","66358","9","0","0","1","0","0","7","0","0","0","2","28","0","1","0","3","0","0","0","15","0","0","0","0","29","0","0","19","3","0","0","0","8","0","0","1","0","0","0","0","33","0","67","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","218","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2/15/20","13","2","3","12","16","68413","9","0","0","1","0","0","7","0","0","0","2","28","0","1","0","3","0","0","0","15","0","0","0","0","43","0","0","22","3","0","0","0","8","0","0","1","0","0","0","0","33","0","72","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","285","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2/16/20","13","2","3","12","16","70513","9","0","0","1","0","0","7","0","0","0","2","29","0","1","0","3","0","0","0","15","0","0","0","0","59","0","0","22","3","0","0","0","9","0","0","1","0","0","0","0","34","0","75","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","355","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2/17/20","13","2","3","12","16","72434","9","0","0","1","0","0","8","0","0","0","2","30","0","1","0","3","0","0","0","15","0","0","0","0","66","0","0","22","3","0","0","0","9","0","0","1","0","0","0","0","35","0","77","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","454","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2/18/20","13","2","3","12","16","74211","9","0","0","1","0","0","8","0","0","0","2","31","0","1","0","3","0","0","0","15","0","0","0","0","74","0","0","22","3","0","0","0","9","0","0","1","0","0","0","0","35","0","81","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","542","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2/19/20","13","2","3","12","16","74619","9","2","0","1","0","0","8","0","0","0","2","31","0","1","0","3","0","0","0","15","0","0","0","0","84","0","0","22","3","0","0","0","9","0","0","1","0","0","0","0","35","0","84","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","621","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2/20/20","13","2","3","12","16","75077","9","5","0","1","0","0","8","0","0","0","2","104","0","1","0","3","0","0","0","15","0","0","0","0","94","0","0","22","3","0","0","0","9","0","0","1","0","0","0","0","35","0","84","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","634","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2/21/20","15","2","20","12","16","75550","9","18","0","1","0","0","9","0","0","0","2","204","1","1","0","3","0","0","0","15","0","0","0","0","105","0","0","22","3","0","0","0","9","0","0","1","0","0","0","0","35","0","85","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","634","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","26","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2/22/20","15","2","62","12","16","77001","9","28","0","1","0","0","9","0","0","0","2","433","1","1","0","3","0","0","0","15","0","0","0","0","122","0","0","22","3","0","0","0","13","0","0","1","0","0","0","0","35","0","85","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","634","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","26","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2/23/20","15","2","155","12","16","77022","9","43","0","1","0","0","9","0","0","0","2","602","1","1","0","3","0","0","0","15","0","0","0","0","147","0","0","22","3","0","0","0","13","0","0","1","0","0","0","0","35","0","89","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","691","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","28","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
