"","India","Brazil","US","Russia","Argentina","Colombia","Italy","Germany","Peru","Mexico","Poland","Iran","South Africa","Chile","Iraq","Czechia","Indonesia","Ukraine","Turkey","Romania","Bangladesh","Philippines","Pakistan","Canada","Saudi Arabia","Morocco","Israel","Switzerland","Austria","Portugal","Nepal","Jordan","France","Ecuador","United Arab Emirates","Panama","Kazakhstan","Spain","Georgia","Japan","Kuwait","Qatar","Croatia","Belarus","Bolivia","Armenia","Dominican Republic","Oman","Guatemala","Costa Rica","Moldova","Egypt","Venezuela","Azerbaijan","Lebanon","Slovakia","Ethiopia","China","Bahrain","Burma","Tunisia","West Bank and Gaza","Hungary","Denmark","Bulgaria","Uzbekistan","Kenya","Slovenia","Kyrgyzstan","Malaysia","Nigeria","Paraguay","Bosnia and Herzegovina","Libya","Algeria","Singapore","Ghana","Honduras","North Macedonia","Afghanistan","El Salvador","Lithuania","Kosovo","Korea, South","Luxembourg","Montenegro","Australia","Albania","Ireland","Cameroon","Greece","Sri Lanka","Cote d'Ivoire","Finland","Norway","Zambia","Madagascar","Senegal","Mozambique","Namibia","Maldives","Guinea","Congo (Kinshasa)","Tajikistan","Sudan","Cabo Verde","Estonia","Botswana","Uganda","Zimbabwe","Gabon","Malta","Angola","Cuba","Haiti","Mauritania","Netherlands","Jamaica","Andorra","Eswatini","Trinidad and Tobago","Bahamas","Rwanda","Uruguay","Djibouti","Malawi","Iceland","Suriname","Equatorial Guinea","Congo (Brazzaville)","Guyana","Nicaragua","Syria","Belize","Thailand","United Kingdom","Gambia","Somalia","Mali","South Sudan","Benin","Burkina Faso","Togo","Guinea-Bissau","Cyprus","New Zealand","Central African Republic","Latvia","Sierra Leone","Chad","San Marino","Yemen","Liberia","Lesotho","Liechtenstein","Niger","Vietnam","Sao Tome and Principe","Diamond Princess","Burundi","Comoros","Papua New Guinea","Monaco","Taiwan*","Eritrea","Mauritius","Bhutan","Mongolia","Cambodia","Barbados","Tanzania","Saint Lucia","Seychelles","Brunei","Antigua and Barbuda","Saint Vincent and the Grenadines","Dominica","Grenada","Fiji","Laos","Timor-Leste","Saint Kitts and Nevis","Holy See","MS Zaandam","Solomon Islands","Marshall Islands","Samoa","Vanuatu","Belgium","Serbia","Sweden"
"7/19/20","700087","1459072","1131121","549387","54105","91793","196949","187400","241955","254941","30292","237788","191059","301794","60528","8761","45401","31836","202010","22617","111642","22465","205929","98564","197735","14921","21853","30300","17599","33369","11695","1024","79371","31901","49269","28482","43029","150376","899","19211","49687","103377","3018","58204","18553","23294","25094","44004","23365","2966","14376","28380","3972","18967","1515","1530","2430","80137","32372","276","1097","1921","3223","12410","4106","9279","5122","1568","13109","8553","15105","1918","3669","418","16051","44086","23249","3801","4810","23634","6705","1600","2968","12572","4333","385","8395","2311","23364","13728","1374","2035","8366","6880","8138","1462","3498","5948","472","35","2362","5511","4335","5578","5707","973","1912","48","1023","472","3865","662","221","2308","3877","3436","194","693","803","822","124","91","834","922","4838","1135","1815","627","842","626","163","2282","144","22","3096","1413","49","1457","1828","1175","782","901","551","803","845","1506","1348","1022","1237","801","656","712","534","69","83","1014","357","451","651","207","313","8","98","440","155","331","82","213","136","91","183","19","27","138","57","29","18","23","18","19","24","15","12","0","0","0","0","0","17289","15564","0"
"7/20/20","724578","1514300","1160087","552644","55913","95804","197162","188070","245081","263091","30539","240087","194865","303992","62836","8836","46977","32397","203002","22747","113556","23072","208030","98975","203259","15132","22464","30300","17659","33547","11868","1028","79668","31955","49621","29164","43401","150376","900","19603","50339","103782","3101","58290","18875","23502","25561","45150","25539","3019","14467","28924","6844","19490","1562","1538","2430","80162","32965","278","1099","1921","3232","12452","4205","9387","5616","1603","13109","8555","15333","2171","3755","441","16400","44371","24901","3905","4871","23741","6831","1601","3069","12643","4464","385","8398","2352","23364","13728","1374","2041","8659","6880","8138","1620","3788","6002","505","42","2369","5591","4335","5629","5707","1063","1912","48","1071","472","4034","664","221","2308","3877","3632","194","706","803","850","124","91","838","927","4868","1153","1820","656","842","666","163","2282","154","22","3096","1413","57","1462","1851","1175","782","901","554","803","847","1506","1400","1022","1261","801","656","714","547","69","83","1014","360","536","651","207","313","8","100","440","155","332","83","213","136","91","183","19","27","138","57","29","18","23","18","19","24","15","12","0","0","0","0","0","17321","0","0"
"7/21/20","753050","1555339","1182018","561397","58598","98840","197431","188221","248746","267407","30771","242351","208144","306816","64950","8918","48466","33186","204011","24454","115397","23281","210468","99248","207259","15389","23100","30300","17716","33769","12477","1034","79861","32725","49964","30075","46790","150376","903","20001","50919","104191","3183","58592","19290","24206","25976","46608","26685","3194","14599","29473","6983","19939","1577","1538","5448","80204","33455","280","1103","1932","3257","12462","4521","9521","6258","1625","14776","8562","15677","2307","4003","479","16646","44584","25331","4144","4940","23741","6965","1601","3226","12698","4479","426","8545","2397","23364","13728","1374","2048","8857","6880","8138","1620","4286","6044","506","57","2397","5771","4528","5683","5707","1100","1912","48","958","488","4034","664","221","2321","4095","3826","194","709","803","855","124","91","848","929","4884","1180","1821","705","842","666","163","2492","160","22","3105","1414","57","1464","1856","1175","782","901","560","803","847","1506","1411","1045","1273","803","656","741","575","69","83","1018","365","588","651","207","319","8","100","440","155","332","83","213","140","91","183","19","27","138","57","29","18","23","18","19","24","15","12","0","0","0","0","0","17330","0","0"
"7/22/20","782607","1591975","1210849","571049","60531","101613","197628","188628","252246","270147","31139","244840","229175","309241","67147","9144","50255","34176","205214","24663","117202","23623","213175","99501","210398","15636","27015","30500","17849","33999","12684","1035","80084","33125","50354","31122","46790","150376","907","20482","51520","104641","3278","59061","19721","24766","26466","47922","27756","3322","14856","30075","7471","20443","1607","1556","5506","80244","33894","280","1108","1950","3283","12475","4643","9872","6757","1648","15536","8566","15815","2391","4159","489","16983","44795","26090","4315","5071","23924","7119","1607","3369","12758","4530","426","8770","2463","23364","13728","1374","2064","8995","6920","8138","1677","4662","6108","523","64","2397","5891","4790","5741","5835","1132","1912","48","958","510","4235","665","221","2326","4095","3977","194","710","803","876","127","91","867","934","4904","1282","1822","739","842","666","165","2492","165","23","3105","1416","57","1495","1869","1175","782","917","578","803","847","1511","1437","1045","1288","805","656","751","592","69","81","1018","365","601","651","207","319","8","100","440","155","332","83","214","142","94","183","19","27","138","58","37","18","23","18","19","24","15","12","0","0","0","0","0","17347","0","0"
"7/23/20","817209","1620313","1233269","579295","62815","107951","197842","189140","255945","275454","31541","247230","236260","311431","69405","9328","52164","35035","206365","24862","119208","24383","219783","99937","213490","15872","33815","30500","17943","34369","12840","1035","80600","33455","50848","31828","49488","150376","911","20878","52247","105018","3394","59439","20030","25244","26905","51349","28856","3448","15174","31066","7752","20974","1619","1556","5645","80297","34412","280","1118","2720","3300","12500","5031","10149","7135","1661","18038","8574","16061","2487","4367","501","17369","45015","26090","4448","5071","24550","7276","1611","3505","12817","4591","538","8775","2523","23364","13728","1374","2077","9282","6920","8674","1677","5160","6170","528","69","2428","5999","5105","5793","5835","1150","1912","48","971","510","4235","665","236","2339","4236","4086","195","711","803","882","128","91","889","940","4927","1282","1823","774","842","666","176","2492","174","25","3107","1425","58","1499","1889","1175","918","919","584","803","847","1513","1452","1045","1292","805","656","762","613","69","81","1022","365","604","651","270","324","11","100","440","189","332","83","217","142","94","183","22","27","138","58","37","18","23","18","19","24","15","12","0","0","0","0","0","17369","0","0"
"7/24/20","849432","1693214","1261624","587728","65447","113864","198192","189696","259423","283382","31997","249212","245771","313696","71268","9422","53945","35932","207374","25349","120976","24502","236596","100504","215731","16100","35554","30500","18042","34687","12947","1035","80943","34544","51235","32704","51260","150376","912","21173","52915","105420","3555","59755","20614","25734","27625","53007","30150","3505","15407","31970","8127","21547","1666","1577","5785","80341","34826","286","1124","2720","3312","12541","5252","10472","7446","1678","18038","8577","16559","2596","4555","504","17369","45172","27801","4607","5254","24602","7415","1616","3614","12866","4647","643","8938","2608","23364","14539","1374","2094","9499","6920","8674","1677","5522","6291","532","72","2498","6063","5109","5851","5855","1216","1915","52","975","514","4463","665","241","2341","4236","4206","195","711","803","929","128","91","900","946","4949","1373","1823","804","842","756","178","2492","184","26","3107","1425","60","1499","1901","1175","918","920","585","803","847","1513","1483","1045","1297","805","657","779","621","69","81","1024","365","610","651","270","324","11","100","440","189","332","85","218","142","94","183","22","27","138","60","39","18","23","18","19","24","15","12","0","0","0","0","0","17394","0","0"
"7/25/20","885573","1785359","1279414","596064","68022","119667","198320","189919","259423","288819","32419","251319","263054","316169","73317","9590","55354","36573","208477","25373","122090","25752","237434","100765","217782","16282","36168","30500","18124","35010","13053","1036","80945","34544","51628","33428","51823","150376","917","21464","53607","105750","3778","60092","20951","26243","27980","54061","31045","3640","15608","32903","8795","22082","1671","1577","5966","80409","35205","288","1133","3282","3324","12541","5306","10831","7574","1678","19203","8594","16948","2679","4555","510","18076","45352","28438","4713","5357","24793","7549","1616","3753","12890","4647","664","9019","2637","23364","14539","1374","2103","9880","6920","8674","1953","5579","6364","543","72","2498","6098","5305","5906","5890","1363","1915","52","982","518","4463","665","242","2345","4365","4299","196","711","803","940","128","91","907","947","4949","1373","1823","853","842","756","180","2492","191","26","3109","1427","60","1521","1907","1175","918","920","587","803","852","1513","1506","1045","1297","810","657","780","631","69","81","1025","365","662","651","279","324","11","104","440","189","332","85","218","143","94","183","22","39","138","60","39","18","23","18","19","24","15","12","0","0","0","0","0","17425","0","0"
"7/26/20","917568","1812913","1297863","599172","70518","125037","198446","190055","267850","295222","32753","253213","265077","318095","75217","11428","56655","36885","209487","25643","123882","26110","237434","100969","220323","16438","39100","30700","18209","35217","13128","1041","80945","34896","52182","34131","52571","150376","920","21606","54373","106024","3866","60425","21169","26478","28603","55299","31612","3736","15909","33831","9746","22684","1692","1577","6216","80459","35689","290","1142","3752","3329","12541","5355","11105","7743","1678","20388","8600","17374","2794","4555","553","18088","45521","29494","4922","5427","25180","7648","1616","3874","12905","4647","739","9174","2682","23364","14539","1374","2106","10178","6920","8752","2350","5579","6409","593","75","2528","6152","5510","5970","5890","1447","1922","52","982","518","4463","665","242","2349","4365","4430","196","714","803","986","128","91","918","948","4966","1639","1823","890","842","756","181","2492","200","26","3109","1434","60","1521","1911","1175","1036","920","599","803","852","1513","1546","1045","1313","810","657","797","641","128","81","1027","365","696","651","279","328","11","104","440","189","332","85","218","143","94","183","22","39","138","60","39","18","23","18","19","24","15","12","0","0","0","0","0","17438","0","0"
"7/27/20","951166","1846641","1325804","602249","72575","131161","198593","190314","272547","303810","32856","255144","274925","319954","77144","11428","58173","37202","210469","25794","125683","26446","241026","101447","222936","16553","40966","30900","18246","35375","13754","1041","81212","34896","52510","35086","54404","150376","922","21970","55057","106328","3936","60492","21478","26665","30204","57028","32455","3824","16154","34838","9959","23242","1709","1616","6386","80466","36110","292","1157","3752","3329","12618","5585","11674","7833","1733","21205","8601","18203","2905","4930","577","18837","45692","29801","5039","5564","25198","7778","1620","4027","13007","4825","809","9311","2745","23364","14539","1374","2121","10361","6920","8752","2815","6260","6477","596","101","2547","6257","5700","6028","5939","1550","1923","63","986","542","4682","665","242","2351","4365","4653","196","714","803","1025","128","91","975","951","4977","1645","1823","925","842","829","181","2492","210","26","3111","1437","66","1543","1913","1175","1036","926","607","803","852","1514","1546","1045","1317","810","657","833","646","128","81","1027","365","734","651","301","328","11","104","440","191","332","86","222","147","94","183","22","39","138","65","39","18","23","18","19","24","15","12","0","0","0","0","0","17452","0","0"
"7/28/20","988029","1868749","1355363","611109","75083","136690","198756","190711","276452","308142","33043","257019","287313","322332","81062","11428","60539","37852","211561","26128","127414","26617","242436","101686","225624","17066","42619","31000","18379","35626","13875","1042","81441","35283","52905","36181","56638","150376","927","22636","55681","106603","4034","60669","21971","27357","32014","58587","33494","3920","16462","35959","10195","23873","1710","1644","6526","80517","36531","293","1168","3752","3331","12652","5766","12026","7908","1742","22296","8607","18764","3039","5220","579","19233","45893","30621","5103","5663","25358","7903","1623","4129","13069","4855","839","9617","2789","23364","14539","1374","2296","10537","6920","8752","3195","6613","6591","602","104","2547","6312","5930","6065","6001","1616","1924","63","989","604","4682","665","266","2352","4365","4683","196","724","803","1025","128","91","1005","958","4992","1667","1823","965","842","829","181","2492","220","27","3111","1438","66","1562","1919","1175","1036","926","612","803","852","1514","1546","1052","1336","810","657","840","646","128","81","1027","369","759","651","301","328","11","104","440","191","332","86","225","147","94","183","22","39","138","65","39","18","23","18","19","24","15","12","0","0","0","0","0","17476","0","0"
"7/29/20","1019735","1922802","1389425","619204","77855","142777","199031","191279","280044","314538","33190","259116","297967","324557","83461","11429","62138","38523","212557","26446","130292","26996","244883","101992","228569","17125","44095","31100","18528","35875","14021","1049","81443","35572","53202","37316","57815","150376","929","23351","56467","106849","4099","61442","22506","27824","33947","60240","34488","4050","16785","37025","10421","24495","1753","1660","6685","80594","36920","294","1178","4833","3339","12686","5971","12937","8021","1761","22296","8612","19004","3169","5441","596","19592","46098","31286","5281","5931","25389","8071","1643","4267","13132","4959","931","9619","2830","23364","15320","1374","2317","10793","6950","8752","3285","7117","6655","616","104","2554","6404","6095","6103","6001","1694","1926","63","1028","887","4943","665","301","2353","4467","4776","196","724","804","1070","128","91","1036","967","4999","1728","1823","1003","842","829","185","2492","229","27","3111","1438","66","1562","1927","1175","1036","931","612","803","852","1514","1574","1052","1355","813","657","849","664","141","85","1027","369","766","651","304","330","11","105","440","191","332","86","225","147","95","183","22","39","138","67","39","18","23","18","19","24","15","12","0","0","0","0","0","17491","0","0"
"7/30/20","1055348","1956807","1414155","628482","80596","148695","199796","191551","283915","320100","33643","261200","309601","326628","85546","11482","64292","39327","213539","26609","132960","65064","246131","102344","231198","17311","45865","31100","18628","36140","14248","1072","81632","35824","53626","38218","59517","150376","935","24024","57330","107135","4178","61765","23305","28366","35302","61421","35629","4280","17040","38236","10421","25168","1753","1675","6763","80680","37357","295","1187","5016","3346","12727","6173","13680","8121","1780","23985","8617","19270","3250","5586","604","20082","46308","31286","5443","6020","25471","8206","1643","4463","13183","5027","931","9759","2883","23364","15320","1374","2333","11160","6950","8752","3289","7461","6725","638","164","2568","6438","6437","6151","6001","1694","1926","63","1028","924","4943","665","395","2355","4467","4889","200","724","806","1134","130","91","1085","978","4999","1760","1823","1003","842","829","185","2492","229","27","3111","1438","66","1562","1931","1175","1036","935","626","803","852","1518","1574","1052","1362","813","657","856","667","144","85","1028","373","771","651","304","330","11","105","440","225","332","88","225","164","96","183","22","39","138","67","39","18","23","18","19","24","15","12","0","0","0","0","0","17513","0","0"
"7/31/20","1094374","2008854","1438160","637217","83780","154387","199974","191992","283915","327115","33987","263519","326171","328327","87434","11569","65907","39945","214535","27007","135136","65178","247177","102906","235658","17658","47225","31100","18758","36483","14399","1084","81764","36044","53909","39166","60825","150376","940","24774","57932","107377","4267","62444","23582","28997","36470","61421","36816","4404","17269","39638","10421","25882","1761","1695","6950","80787","37840","296","1195","5077","3353","12780","6319","14464","8165","1797","25037","8644","19565","3548","5959","618","20537","46491","32096","5554","6554","25509","8362","1644","4578","13233","5192","1005","9983","2952","23364","15320","1374","2391","11428","6950","8752","3803","7807","6776","641","166","2607","6458","6796","6193","6119","1824","1930","63","1028","1004","4943","665","437","2355","4606","4962","200","726","807","1214","132","91","1106","994","4999","1875","1825","1080","2182","829","185","2492","237","30","3125","1439","68","1562","1937","1175","1036","935","641","803","852","1518","1606","1052","1362","813","657","862","670","144","85","1028","373","778","651","304","330","11","105","440","225","332","89","230","164","96","183","22","39","138","67","44","18","23","18","19","24","16","12","0","0","0","0","0","17546","0","0"
"8/1/20","1145629","2037982","1461885","645316","86499","160708","200229","192636","287127","334867","34374","265830","342461","330507","89275","11587","67919","40516","215516","27346","136253","65265","247177","103072","237548","17960","47778","31300","18911","36783","14492","1094","81764","36213","54255","40081","60825","150376","947","25347","58525","107578","4341","62686","23968","29557","37509","61421","37873","4531","17571","41137","11129","26474","1761","1742","7195","80907","38211","297","1217","5324","3364","12780","6396","15299","8419","1821","26419","8647","20087","3786","5959","619","20988","46740","33365","5694","6698","25509","8495","1644","4730","13259","5192","1293","10204","2961","23364","15320","1374","2439","11750","6950","8752","4130","8109","6822","645","171","2613","6458","7030","6233","6137","1837","1934","63","1045","1011","5223","665","460","2367","4606","5043","200","743","807","1214","132","91","1119","1004","4999","1914","1825","1161","2182","829","185","2492","237","30","3135","1441","68","1562","1937","1175","1036","935","647","803","852","1518","1635","1052","1362","813","657","862","673","171","85","1028","373","782","651","304","330","34","105","441","225","332","89","230","196","98","183","22","39","138","67","44","18","23","18","19","24","16","12","0","0","0","0","0","17573","0","0"
"8/2/20","1186203","2062876","1468689","648961","89026","167239","200460","192908","294187","342527","34709","268102","347227","332411","91886","11605","68975","40755","216494","27592","136839","65557","248577","103201","240081","18435","50366","31500","18984","36984","14603","1099","81764","36213","54615","41038","62511","150376","955","25748","59213","107779","4373","62896","24156","29750","38244","61421","38416","4585","17816","42455","11404","27113","1795","1742","7601","81018","38666","298","1221","5390","3389","12783","6420","15833","8477","1826","27274","8664","20308","3966","6312","623","21419","46926","33365","5794","6882","25510","8634","1644","4863","13280","5192","1445","10622","3018","23364","15320","1374","2514","11801","6950","8752","4493","8444","6838","654","187","2643","6480","7319","6276","6137","1860","1934","63","1045","1016","5223","666","461","2369","4606","5115","206","743","807","1214","132","91","1144","1011","5019","1919","1825","1194","2182","829","185","2492","256","30","3142","1444","68","1598","1943","1175","1036","945","660","803","856","1518","1635","1052","1375","813","657","862","673","173","85","1032","373","787","651","304","330","34","105","441","225","332","89","230","196","98","183","22","39","138","67","45","18","23","18","19","24","16","12","0","0","0","0","0","17590","0","0"
"8/3/20","1230509","2098976","1513446","652372","91302","173727","200589","193594","298091","353442","34881","270228","358037","333976","94111","11708","70237","41097","217497","27750","137905","65821","249397","103284","242055","18968","52261","31500","19063","37111","14961","1131","81764","59344","54863","42093","65132","150376","959","26476","59739","108002","4438","62943","24510","29861","38824","61421","39346","4689","17942","44066","11622","27760","1837","1746","7931","81113","39007","302","1225","5390","3413","12887","6684","16838","8740","1831","27927","8668","20663","4249","6359","625","21901","47179","34313","5854","6972","25669","8809","1645","4989","13352","5498","1445","10623","3031","23364","15320","1374","2517","11887","6950","8752","4701","8825","6901","676","187","2670","6505","7424","6317","6137","1911","1935","63","1070","1057","5408","666","476","2373","4832","5174","207","743","821","1253","135","91","1169","1023","5028","1945","1825","1227","2182","1589","185","2492","268","30","3142","1445","68","1598","1943","1175","1036","947","663","803","856","1523","1635","1052","1375","814","657","863","696","173","85","1032","374","787","651","304","330","34","105","441","225","334","90","230","197","98","183","22","113","138","75","45","18","23","18","19","24","16","12","0","0","0","0","0","17598","0","0"
"8/4/20","1282215","2157484","1528979","660235","94129","180258","200766","194173","302457","357444","35056","272535","363751","336330","96103","11812","72050","41849","218491","28006","139860","66049","249397","104058","243713","19629","54016","31600","19336","37318","15026","1155","81764","70985","55090","43330","67031","150376","962","27187","60326","108254","4517","63163","25390","30372","38824","61421","40285","6590","18167","45569","11875","28348","1837","1771","8240","81234","39335","302","1227","6419","3415","12920","6964","18051","9327","1854","28743","8684","31851","4645","6592","633","22375","47454","34313","5921","7108","25669","8954","1647","5190","13406","5537","1869","10799","3031","23364","15320","3804","2524","11955","6950","8752","5109","9286","6920","765","211","2693","6591","7727","6356","6194","1930","1937","63","1073","1238","5408","666","503","2382","4832","5209","207","745","825","1258","135","91","1222","1048","5044","2047","1825","1278","2182","1589","186","2913","283","30","3142","1445","79","1598","1946","1175","1036","947","673","803","856","1523","1640","1070","1397","814","657","863","698","174","85","1037","378","794","651","304","340","34","105","441","225","334","93","244","202","98","183","22","113","138","75","45","18","23","18","19","24","16","12","0","0","0","0","0","17639","0","0"
"8/5/20","1328336","2190361","1577851","667769","96948","186317","200976","194568","306430","361764","35321","274932","377266","338291","98442","11909","73889","42784","219506","28584","141750","66270","254286","104377","245314","19994","55573","31600","19464","37565","15156","1160","82298","71168","55385","44792","68871","150376","974","28020","60906","108539","4589","63425","26437","30850","40122","69803","41199","6851","18167","47182","12146","28840","1880","1777","8598","81417","39576","305","1233","6618","3431","12958","7154","18783","9930","1884","29513","8702","32165","4839","6839","640","22802","47768","35563","6116","7221","25742","9111","1650","5346","13501","5623","2032","10941","3123","23364","15320","3804","2537","12191","6980","8752","5667","9798","6988","778","556","2703","6632","7821","6399","6194","1955","1948","63","1102","1238","5609","668","506","2396","4832","5291","207","745","825","1385","135","91","1237","1065","5057","2078","1825","1327","2182","1589","189","2913","296","31","3144","1446","115","1728","1950","1175","1600","947","690","944","856","1524","1640","1070","1401","835","657","894","699","174","85","1057","381","795","651","304","340","44","105","441","225","334","93","260","202","100","183","24","124","138","76","46","18","23","18","19","24","16","12","0","0","0","0","0","17661","0","0"
"8/6/20","1378105","2230542","1598624","675069","99852","192355","201323","195281","310337","365311","35642","277463","387316","340168","101025","12320","75645","43812","220546","28992","143824","66837","256058","104678","247089","20553","57443","31600","19596","37840","15389","1171","82592","71318","55739","45658","70680","150376","987","28858","61610","108831","4688","63756","27373","31556","40539","70910","42070","7038","18676","48898","12470","29275","1974","1824","9027","81592","39945","308","1241","6907","3463","12993","7374","19291","10444","1909","30099","8713","32430","4974","7042","652","23238","48031","36384","6225","7480","25840","9236","1656","5480","13543","5750","2178","11119","3155","23364","15320","3804","2541","12484","6980","8857","5786","10148","7101","795","563","2725","6757","8048","6443","6194","2010","1954","63","1102","1264","5609","670","520","2409","4832","5291","235","745","828","1476","135","91","1258","1079","5057","2137","1825","1446","2182","1589","189","2913","311","32","3148","1447","136","1728","1954","1175","1600","961","697","944","856","1524","1641","1070","1427","838","657","898","705","175","85","1057","392","797","651","304","340","53","105","441","225","334","96","260","214","100","183","24","124","138","76","46","18","23","18","19","24","16","12","0","0","0","0","0","17700","0","0"
"8/7/20","1427005","2272299","1623870","682278","103297","198495","201642","195935","314332","370098","36041","279724","394759","342168","103197","12749","77557","44369","221574","29289","145584","66852","258099","105128","248948","21548","58724","31600","19690","38087","15814","1178","82968","71463","56015","46675","71609","150376","994","30241","62330","109142","4758","64200","28139","32008","41393","72263","43135","7266","18918","50553","12470","29696","2042","1846","9415","81788","40276","309","1251","7210","3464","13046","7622","20059","11118","1927","30764","8728","32637","5123","7373","660","23667","48312","36638","6355","7607","25903","9379","1658","5605","13629","5848","2296","11560","3227","23364","15320","3804","2564","12802","6980","8857","6264","10412","7186","827","575","2754","6800","8174","6484","6243","2042","1956","63","1113","1345","5704","675","544","2429","4893","5443","237","745","839","1476","135","95","1297","1095","5083","2184","1833","1505","2182","1589","189","2913","311","32","3148","1447","146","1728","1956","1175","1600","961","710","944","856","1524","1716","1070","1435","838","657","907","705","175","85","1057","395","799","651","304","353","53","105","441","245","334","96","260","215","100","183","24","125","138","76","49","18","23","18","19","24","16","12","0","0","0","0","0","17728","0","0"
"8/8/20","1480884","2321537","1643118","688856","108242","204591","201947","196550","319171","377125","36403","282122","404568","344133","105504","12764","79306","45006","222656","29872","146604","67117","259604","105255","250440","22190","59356","31900","19812","38364","16313","1178","82968","71605","56245","47484","72273","150376","996","31248","62806","109438","4817","64744","28904","32395","42538","73481","44072","7589","19100","51672","13356","30056","2043","1861","9707","81969","40549","311","1259","7706","3491","13047","7718","21006","11899","1927","31062","8775","33044","5181","7373","691","24083","48583","37702","6428","7622","25960","9515","1668","5802","13642","5848","2407","11874","3268","23364","15320","3804","2576","12893","6980","8857","6431","10604","7329","832","575","2791","6828","8275","6484","6243","2073","1961","63","1115","1416","5704","675","564","2442","4893","5527","237","745","839","1565","135","99","1300","1112","5083","2329","1833","1558","2182","1589","189","2913","331","32","3150","1449","146","1728","1960","1175","1600","974","721","944","856","1524","1716","1070","1442","839","657","910","714","175","85","1057","395","800","651","312","369","53","112","441","245","334","96","260","217","108","183","24","125","138","76","49","18","23","18","19","24","16","12","0","0","0","0","0","17766","0","0"
"8/9/20","1535743","2356983","1656864","692059","108242","212688","202098","196783","324020","384432","36691","284371","411474","345826","107775","12785","80952","45335","223759","30119","148370","67673","260248","105420","252039","23347","61707","32300","19923","38511","16353","1187","82971","78552","56568","48748","72523","150376","1000","32867","63519","109709","4861","64935","29808","32520","43744","74691","44598","7730","19300","52678","13356","30364","2127","1864","10206","82125","40967","312","1263","7945","3499","13069","7772","22042","12961","1927","31822","8784","33186","5222","7373","701","24506","48915","38330","6597","7664","25960","9626","1670","5944","13658","5848","2452","11876","3342","23364","15320","3804","2579","12926","6980","8857","6698","10816","7352","840","704","2804","6898","8324","6484","6266","2086","1961","63","1115","1437","5704","684","567","2451","4982","5527","237","745","839","1607","135","104","1346","1125","5106","2375","1834","1635","2182","1589","189","2913","346","32","3151","1451","221","1728","1962","1175","1600","974","729","944","870","1526","1721","1070","1445","839","657","913","723","175","85","1057","395","800","651","315","369","53","113","441","245","334","96","263","219","112","183","24","125","138","76","52","18","23","18","19","24","16","12","0","0","0","0","0","17780","0","0"
"8/10/20","1583489","2390830","1670755","695317","108242","221484","202248","197382","324020","393160","36877","286642","417200","347342","109790","12983","82236","45723","224970","30311","150437","68159","260764","108050","253478","24524","63131","32400","20010","38600","16493","1187","82971","78608","56766","49510","73702","150376","1010","33450","64028","109993","4906","64991","30823","32616","44910","76124","45589","7823","19300","53779","16930","30642","2290","1866","10411","82247","41209","312","1265","8045","3525","13154","7980","22992","13495","1960","32126","8803","33346","5276","8159","724","24920","49609","38727","6649","8087","26228","9720","1670","6058","13729","6170","2521","12144","3379","23364","15320","3804","2593","13052","6980","8857","6802","11011","7390","860","715","2835","6898","8363","6614","6266","2128","1962","80","1137","1524","5823","688","569","2460","4982","5570","237","745","839","1634","138","113","1392","1146","5120","2430","1838","1674","2182","1589","189","2913","364","32","3160","1463","221","1728","1969","1175","1600","984","729","944","870","1526","1721","1070","1447","843","657","915","725","175","85","1062","399","800","651","315","369","53","113","441","248","334","96","263","219","112","183","24","125","138","76","52","18","23","18","19","24","17","12","0","0","0","0","0","17792","0","0"
"8/11/20","1639599","2449338","1714960","701796","181389","230427","202461","198347","329404","397278","37150","288620","426125","349541","112102","13222","83710","46313","226155","30585","151972","68432","261246","108465","255118","25385","64137","32400","20123","38760","16664","1189","82971","78610","56961","50665","74677","150376","1054","34136","64759","110324","4962","65219","31753","33157","45666","76720","46442","7971","19740","54888","19706","30856","2377","1874","10696","82440","41504","313","1272","8181","3527","13227","8154","23704","13867","1960","32734","8809","33609","5326","8411","740","25263","50128","39055","6805","8248","26415","9875","1679","6248","13786","6222","2558","12395","3480","23364","15320","3804","2622","13321","6980","8857","7004","11276","7449","910","715","2849","7020","8375","6653","6282","2148","1968","80","1138","1524","5823","692","575","2472","4982","5704","244","753","839","1720","139","116","1478","1157","5133","2477","1844","1712","2182","1625","189","2913","385","32","3163","1464","227","1728","1973","1175","1681","990","752","1015","870","1526","1723","1078","1478","859","657","915","736","175","87","1065","451","804","651","315","379","71","113","443","248","334","97","269","220","112","183","25","126","138","76","52","18","23","18","19","24","17","12","0","0","0","0","0","17841","0","0"
